老矫,瘤痢,瘤痢疙,碍荐樊(mm),浅加(m/s),嚼档(%),老炼(hr),老荤(MJ/m2),利汲(cm),傈款樊(10盒困),吝窍摸款樊(10盒困),弥历款绊(100m ),瘤搁柯档(∑C),10cm 瘤吝柯档(∑C),20cm 瘤吝柯档(∑C),30cm 瘤吝柯档(∑C),弥历扁柯(∑C),乞闭扁柯(∑C),弥绊扁柯(∑C),背贰怕剧堡,辆钦版扁厘 怕剧堡,青盔怕剧堡,全焊包林瞒厘 怕剧堡,荐魂怕剧堡,怕剧堡傈眉
2023-01-25,184,力林,0.33,3.28,69.03,0.51,0.79,2.08,7.55,6.88,8.81,2.3,5.2,6.25,6.58,-4.5,-1.35,2.9,1634.4,1254.304,385.56,145.96,4696.188,8116.412
2023-01-26,184,力林,0.06,2.23,64.68,0.25,0.63,,8.85,7.54,11.2,5.59,5.71,6.19,6.15,-0.7,5.33,10.3,1601,793.088,344.088,170.84,3340.267,6249.283
2023-01-27,184,力林,0.4,6.57,75.08,0.16,0.38,1.67,8.84,8.01,7.55,4.14,6.18,6.87,6.57,-0.8,2.63,6.2,38.6,281.184,216.216,91.2,1227.922,1855.122
2023-01-28,184,力林,0.12,4.71,66.28,0.22,0.35,1.3,7.95,7.78,8.89,3.23,4.88,5.85,6.08,-1,1.84,4.7,23.8,199.008,281.304,134.64,1771.739,2410.491
2023-01-29,184,力林,0,3.21,57.06,0.03,0.27,0.2,7.59,7.14,11.93,4.43,5.1,5.69,5.69,2.1,5.74,8.1,180.2,341.344,33.912,38.04,1417.39,2010.886
2023-01-30,184,力林,,2.91,50.98,0.75,1.2,,2.14,1.73,10.53,5.55,6.4,6.57,6.02,0.8,5.94,9.8,2349.8,1753.28,863.568,368.48,5924.834,11259.962
2023-01-31,184,力林,,2.3,60.25,0.74,1.19,,2.12,1.38,14.32,6.21,6.5,6.8,6.28,-0.8,7.15,14,2285.2,1836.48,908.856,343.84,5639.186,11013.562
2023-02-01,184,力林,,2.79,66.12,0.64,0.99,,5.2,1.97,25.31,8.82,8,7.85,6.8,3.6,9.99,15.2,1983,1336.384,727.992,242,4752.595,9041.971
2023-02-02,184,力林,,3.04,57.65,0.65,1.16,,5.43,3.27,30.35,6.77,8.1,8.28,7.29,1.4,5.42,9.8,2211.6,1752.224,849.6,340.28,5138.761,10292.465
2023-02-03,184,力林,,2.93,62.6,0.38,0.66,,7.01,4.48,13.74,6.56,7.7,8.08,7.33,3,5.35,11,1905.4,706.24,647.496,254.36,4927.597,8441.093
2023-02-04,184,力林,,2.6,61.2,0.76,1.2,,2.44,1.42,12.98,6.88,7.92,8.08,7.22,1.7,5.74,11.1,2315.6,1669.28,893.232,353.32,5496.001,10727.433
2023-02-05,184,力林,,1.96,58.04,0.73,1.23,,2.48,0.73,20.26,7,7.83,8.09,7.33,-1.9,6.11,11.9,2288.8,1794.304,879.84,347.28,5557.469,10867.693
2023-02-06,184,力林,0.86,2.56,67.72,0,0.23,,9.61,5.61,25.16,6.79,7.85,8.11,7.38,3.4,7.97,11.4,311.8,294.112,88.56,59.56,631.317,1385.349
2023-02-07,184,力林,0.15,3.17,69.25,0.45,0.98,,6.18,3.68,21.23,10.03,9.28,9.01,7.7,5.5,10.35,14.8,1750.4,1481.824,685.728,239.84,3816.103,7973.895
2023-02-08,184,力林,,3.75,54.41,0.78,1.27,,3.35,1.6,46.86,8.82,9.09,9.22,8.2,4.6,9.13,15.6,2510.2,1806.656,968.4,366.6,5757.785,11409.641
2023-02-09,184,力林,1.96,3.61,65.96,0.01,0.37,,9.35,7.19,23.45,8.51,9.32,9.41,8.38,6.1,9.62,13.2,408.4,489.664,147.96,92.32,865.62,2003.964
2023-02-10,184,力林,6.52,4.66,80.71,0.3,0.57,,6.21,4.94,9.35,9.74,9.85,9.84,8.65,5.7,9.16,14.5,820.6,551.424,359.064,190.8,3652.671,5574.559
2023-02-11,184,力林,0.08,2.3,76.91,0,0.37,,7.91,5.76,16.11,8.41,9.09,9.36,8.6,4.8,9.28,12.8,516.6,469.92,94.68,91.12,1033.392,2205.712
2023-02-12,184,力林,8.04,3.69,81.77,0.08,0.24,,7.91,5.23,10.54,9.63,9.72,9.76,8.75,6.9,10.78,13.5,489.8,350.336,162.432,83.04,1170.07,2255.678
2023-02-13,184,力林,1.32,4.38,86.24,0,0.36,,8.41,6.45,6.68,9.72,10.41,10.39,9.18,6.6,9.27,11.6,372.6,426.784,127.368,86.64,999.404,2012.796
2023-02-14,184,力林,,5.12,70.06,0.66,1.22,,5.03,3.86,10.32,8.19,9.95,10.2,9.27,3,6.63,11.5,2635,1556.48,821.232,335.52,6026.799,11375.031
2023-02-15,184,力林,0.51,3.63,75,0.16,0.41,,7.5,5.58,12.56,6.91,8.54,9.23,8.88,3.2,5.96,10.7,641,261.952,30.384,52.6,2110.898,3096.834
2023-02-16,184,力林,0.43,2.69,82.6,0.07,0.3,,7.2,5.67,8.3,8.09,8.41,8.84,8.37,4.6,7.39,12.1,496.2,136.16,51.12,53.52,1990.853,2727.853
2023-02-17,184,力林,0.35,1.77,85.6,0.01,0.38,,7.95,5.53,11.64,8.62,8.63,8.81,8.23,4,9.38,14.3,369,529.728,119.376,92.52,933.595,2044.219
2023-02-18,184,力林,0.97,2.2,89.27,0,0.24,,9.29,7.1,7.67,12.59,10.79,10.43,9.1,11.5,13.72,16.3,220.2,300.032,104.76,66.24,775.225,1466.457
2023-02-19,184,力林,0.84,6.44,75.6,0.25,0.5,,7.73,5.3,8.28,10.11,10.89,11.08,9.86,3.5,9.08,13.6,460.4,405.984,188.712,120.84,2157.179,3333.115
2023-02-20,184,力林,,5.68,56.15,0.69,1.3,,2.74,2.09,12.31,7.12,8.72,9.4,9.08,1.4,5.95,12,2317,1741.248,856.656,381.48,5377.401,10673.785
2023-02-21,184,力林,,4.63,52.71,0.76,1.4,,3.86,2.35,23.07,6.11,8.16,8.8,8.53,0,3.21,7.4,2814.8,1850.496,862.2,430.72,6332.693,12290.909
2023-02-22,184,力林,,2.4,70.02,0.29,0.77,,7.05,4.95,11.55,7.75,8.14,8.57,8.25,2.5,7.56,12.6,941.6,855.648,373.896,187.08,2188.999,4547.223
2023-02-23,184,力林,1.43,3.16,81.98,0.14,0.64,,9.52,7.42,10.73,9.59,9.19,9.35,8.55,6,7.9,12.3,238.2,456.288,124.344,103.32,2856.471,3778.623
2023-02-24,184,力林,1.22,4.33,65.75,0.49,1.08,,6.24,3.92,19.36,9.79,9.66,9.74,8.83,5.6,8.74,14.2,1558,1373.696,566.496,304.4,3696.06,7498.652
2023-02-25,184,力林,,6.15,56.93,0.56,0.87,,3.75,2.69,12.1,6.83,8.58,9.3,8.84,2.3,5.36,10.3,3050.6,941.6,624.672,387.68,6677.638,11682.19
2023-02-26,184,力林,,3.74,54.31,0.85,1.68,,0.96,0.92,8.71,7.6,8.58,8.83,8.3,0.7,5.49,10.8,3038.4,2140.096,922.032,459.88,6794.791,13355.199
2023-02-27,184,力林,,2.17,62.76,0.85,1.68,,0.6,0.25,15.56,9.64,9.27,9.39,8.6,1.8,7.93,13.5,2830.2,2140.512,862.488,433.6,6446.23,12713.03
2023-02-28,184,力林,,2.77,66.42,0.84,1.68,,2.1,1.21,15.74,11.67,10.68,10.44,9.23,2.8,10.57,16.3,2863,2151.104,539.928,399.4,6564.828,12518.26
2023-03-01,184,力林,1.73,4.18,75.38,0.15,0.44,,8.26,4.84,12.6,11.27,11.93,11.8,10.31,6.4,11.41,14.4,422.2,397.6,82.152,78.44,1163.561,2143.953
2023-03-02,184,力林,,5.86,46.96,0.86,1.66,,2.41,0.96,20.07,8.11,10.14,10.61,9.9,3.5,6.48,9.9,2948.6,2205.184,588.744,361.2,6462.862,12566.59
2023-03-03,184,力林,,3.02,51.91,0.68,1.49,,4.06,1.84,48.57,8.86,9.75,10.1,9.43,2.4,7.46,12.3,2441,1863.424,573.336,487.4,5573.378,10938.538
2023-03-04,184,力林,,2.56,55.38,0.72,1.43,,4.06,1.7,40.1,11.05,10.96,10.88,9.74,1.5,9.83,14.9,2342.6,1850.144,358.992,372,5468.52,10392.256
2023-03-05,184,力林,0.6,2.53,60.49,0.65,1.46,,1.61,0.69,15.29,11.73,11.56,11.47,10.25,6.4,10.9,16.3,1850.6,1824.896,744.696,344.4,5080.183,9844.775
2023-03-06,184,力林,,2.58,63.73,0.75,1.52,,0.44,0.38,13.31,12.78,12.34,12.12,10.74,5.4,11.68,17,1725.6,2108.48,802.44,394.8,3570.229,8601.549
2023-03-07,184,力林,,3.55,63.36,0.77,1.42,,0.91,0,,14.11,13.19,12.83,11.27,8.9,13.68,22,2559.4,1877.92,745.632,308.04,5801.172,11292.164
2023-03-08,184,力林,,3.88,68.1,0.61,1.25,,3.95,1.23,20.97,14.48,13.8,13.49,11.88,9.7,14.47,20.3,2375.2,1704.992,661.032,309.56,4919.642,9970.426
2023-03-09,184,力林,0,3.49,79.98,0.51,1.11,,4.89,2.56,11.76,16.57,14.84,14.33,12.5,9.1,15.08,21,1898.2,1625.28,600.624,293.92,4279.649,8697.673
2023-03-10,184,力林,,1.83,79.9,0.67,1.31,,1.76,1.22,5.43,16,14.98,14.69,12.96,6.9,12.92,19.6,2605.8,1928.384,774.216,378.76,5862.64,11549.8
2023-03-11,184,力林,,2.59,75.67,0.63,1.37,,4.93,1.56,41.72,16.52,15.18,14.92,13.28,10,14.82,19.8,2386.6,1742.24,540.36,321.08,5268.205,10258.485
2023-03-12,184,力林,1.9,5.3,78.35,0.07,0.28,,8.96,5.82,12.95,13.24,14.52,14.86,13.53,5.1,12.67,20.4,591.2,415.456,150.192,98.6,1588.054,2843.502
2023-03-13,184,力林,,4.67,49.82,0.81,1.74,,2.74,1.16,20.69,10.32,12.08,12.75,12.24,2.9,6.46,11.8,3197,2331.52,569.232,499,7086.223,13682.975
2023-03-14,184,力林,,3.63,60.98,0.84,1.76,,0.17,0.07,9.57,12.56,12.37,12.58,11.78,3.7,10.58,15.9,3135.6,2298.4,310.824,470.96,6932.191,13147.975
2023-03-15,184,力林,,3.41,68.26,0.64,1.49,,4,2.06,14.73,15.72,14.19,13.83,12.35,8.9,15.72,21,2383.2,2058.688,615.816,335.36,5767.909,11160.973
2023-03-16,184,力林,,4.17,60.47,0.77,1.58,,3.78,1.75,23.46,14.78,15.53,15.21,13.38,7.3,11.49,16.5,2811.8,2098.592,532.368,429.76,6298.704,12171.224
2023-03-17,184,力林,4.09,3.05,77.72,0.01,0.27,,9.67,5.97,16.47,12.03,14.37,14.72,13.52,8.9,11.35,15,576.6,436.704,160.056,103.04,1347.242,2623.642
2023-03-18,184,力林,0.08,4.43,60.9,0.75,1.73,,4.78,3.22,26.09,13.22,14.18,14.19,12.98,8.5,11.42,16.2,3107.4,2260.832,301.464,468.72,6928.575,13066.991
2023-03-19,184,力林,,3.1,63.59,0.68,1.58,,4.71,1.53,44.61,12.89,14.02,14.22,13.05,6.7,10.49,15.6,1923,1909.408,300.312,432.56,6214.818,10780.098
2023-03-20,184,力林,,1.53,70.26,0.04,0.63,,7.9,6.24,22.88,12.52,13.88,14.12,13.04,4.9,11.93,15.5,1030.2,863.712,365.112,188.96,2246.129,4694.113
2023-03-21,184,力林,2.17,2.72,88.82,0.06,0.48,,8.58,6.91,7.52,15.22,14.81,14.69,13.32,11.6,15.04,18.5,289.4,504.256,101.448,66.12,553.94,1515.164
2023-03-22,184,力林,0.78,2.64,93.11,0.02,0.57,,8.38,6.58,6.01,16.88,16.25,15.71,13.86,13.8,16.84,21.7,373,1035.84,59.184,29,517.057,2014.081
2023-03-23,184,力林,1.15,3.2,92.22,0.07,0.38,,9.17,7.15,8.96,16.6,16.62,16.52,14.78,10.7,15.52,20.1,1279.4,355.904,234.576,126.72,2617.108,4613.708
2023-03-24,184,力林,1.98,3.31,86.1,0,0.34,,9.62,7.55,6.73,13.55,14.76,15.22,14.28,9.6,12.27,16.6,367.4,332.896,71.064,52.4,736.175,1559.935
2023-03-25,184,力林,0.86,2.97,84.14,0,0.35,,9.79,7.3,7.16,13.74,14.21,14.5,13.67,11.3,12.95,14.9,314.8,293.152,153.576,104.12,848.988,1714.636
2023-03-26,184,力林,0.06,4.3,65.58,0.59,1.5,,5.43,3.48,14.53,14.26,14.79,14.76,13.58,8,12.12,17,2605.2,1951.52,412.272,357.08,5654.371,10980.443
2023-03-27,184,力林,,4.48,44.69,0.81,1.9,,3.61,1.76,48.46,13.16,14.6,14.8,13.69,6.9,10.68,16.1,3354.2,2385.696,655.56,524.12,7311.124,14230.7
2023-03-28,184,力林,,2.79,48.04,0.83,1.68,,1.06,0.1,5.5,13.84,14.81,14.98,13.76,5,12.21,17.8,2855.8,2015.264,992.232,380.28,6472.263,12715.839
2023-03-29,184,力林,,2.24,66.23,0.82,1.73,,4.69,1.16,25.89,16.34,15.78,15.64,14.13,7.6,13.26,18.2,2389.4,2195.04,867.168,458.64,6462.14,12372.388
2023-03-30,184,力林,,2.43,61.92,0.2,1.09,,8.07,5.33,40.05,15.61,15.98,15.94,14.52,8.1,14.3,18.5,2029.4,1588.352,688.608,314.76,4546.494,9167.614
2023-03-31,184,力林,0.47,2.8,55.57,0.8,1.74,,4.83,2.26,23.35,17.89,17.45,16.95,15.02,11.8,16.38,22.6,2843.8,2189.888,666.864,444.28,6449.121,12593.953
2023-04-01,184,力林,,3.22,64.15,0.74,1.55,,4.68,1.05,32.78,18.01,17.63,17.42,15.65,12.2,16.7,21.1,2407.2,1957.344,626.04,377.04,5057.765,10425.389
2023-04-02,184,力林,,4.4,54.41,0.89,1.86,,0.66,0.48,5.17,18.37,18.19,17.87,16,13.2,16.46,20.6,3150.8,2351.52,263.88,483.72,7039.216,13289.136
2023-04-03,184,力林,,4.69,63.21,0.76,1.84,,4.26,2.16,14.2,18.72,18.41,18.09,16.3,12.6,15.97,21.3,2369.4,2305.504,626.184,391.28,5215.415,10907.783
2023-04-04,184,力林,0.24,5.61,79.36,0,0.34,,9.58,5.27,18.4,16.91,18.02,18.05,16.5,14.6,17.31,20.1,312.2,382.432,144.072,95.08,866.342,1800.126
2023-04-05,184,力林,5.13,6.19,92.6,0,0.16,,9.55,7.27,6.16,16.39,17.36,17.47,16.17,11.3,15.57,20.6,360.2,294.112,51.768,41.84,556.11,1304.03
2023-04-06,184,力林,1.27,4.12,82.75,0.1,0.36,,8.93,7.85,6.27,14.36,15.85,16.37,15.58,8.3,11.9,15.3,938.6,399.008,229.608,130.32,1844.054,3541.59
2023-04-07,184,力林,0.79,5.3,75.45,0.57,1.28,,5.81,4.34,10.03,14.83,15.17,15.57,14.85,8.3,11.66,17.1,2128.6,1250.688,826.056,398.68,6096.945,10700.969
2023-04-08,184,力林,,5.26,49.45,0.92,2.01,,0.86,0.35,33.33,13.79,14.93,15.32,14.56,5.6,10.93,15.5,3364.2,2520.128,277.776,543.68,7436.955,14142.739
2023-04-09,184,力林,,2.84,43.48,0.89,1.94,,0.19,0.01,,15.47,15.74,15.84,14.68,4.9,12.39,18,3208.2,2449.28,250.056,510.52,7151.31,13569.366
2023-04-10,184,力林,,3.95,64.68,0.85,1.71,,2.77,0.44,40.92,16.56,16.52,16.47,15.09,5.5,13.82,17.6,2927.2,2195.328,703.656,448.16,6506.976,12781.32
2023-04-11,184,力林,0.06,5.04,77.23,0.35,1.13,,6.95,4.83,13.8,18.7,17.86,17.4,15.69,12.4,17.68,24.5,2665.2,2160.992,958.176,434.6,6261.824,12480.792
2023-04-12,184,力林,,4.11,46.83,0.79,1.86,,1.74,0.96,14.38,18.44,19.06,18.62,16.63,10.4,14.8,20.1,3333.6,2343.936,361.44,477.32,7238.086,13754.382
2023-04-13,184,力林,,2.77,51.68,0.79,1.78,,3.86,0.3,48.33,18.56,18.41,18.31,16.75,5,14.53,19.6,3007,2224.128,499.32,448.4,6694.275,12873.123
2023-04-14,184,力林,1.42,3.66,88.14,0,0.18,,9.55,6.93,10.9,16.06,18.07,18.32,16.94,14.2,15.52,17.7,231.4,259.136,32.328,36.88,469.328,1029.072
2023-04-15,184,力林,0.43,3.96,87.04,0.31,1.11,,7.84,5.35,8.86,17.62,17.57,17.56,16.36,11.9,14.95,19.8,1331,1011.968,416.376,271.4,3971.582,7002.326
2023-04-16,184,力林,,5.59,69.51,0.65,1.62,,3.68,1.92,12.9,16.94,17.4,17.54,16.35,10.3,14.08,18.8,2899.8,1999.712,397.656,474.92,6546.748,12318.836
2023-04-17,184,力林,,3.36,59.55,0.82,1.8,,1.9,0.66,19.27,18.08,17.62,17.56,16.28,8.5,15.14,22.4,3056.8,2038.72,687.744,482.88,6717.414,12983.558
2023-04-18,184,力林,0.08,6.04,82.64,0.29,0.99,,6.75,5.34,6.84,20.45,19.72,19.06,17.15,15.8,19.83,28.5,2918.4,2237.44,960.048,437.96,4702.694,11256.542
2023-04-19,184,力林,0.04,2.63,92.34,0.04,0.81,,7.85,6.1,7.31,21.26,21.07,20.45,18.33,16.1,18.85,22,1523.4,1172.48,428.4,205.48,3191.296,6521.056
2023-04-20,184,力林,,2.21,80.02,0.76,1.64,,2.93,0.19,8.25,22.82,21.26,20.72,18.7,13,18.35,22.9,2890.2,2178.72,654.984,455.4,6536.624,12715.928
2023-04-21,184,力林,,4.56,76.39,0.58,1.43,,3.38,1.43,10.93,21.49,21.57,21.18,19.22,12.5,17.28,25.4,3032,1757.216,548.64,433.4,6690.654,12461.91
2023-04-22,184,力林,,4.87,57.84,0.63,1.56,,3.25,1.47,16.94,20.31,20.95,20.89,19.21,12.3,15.95,20.1,2903.4,2166.688,339.912,465.2,6331.971,12207.171
2023-04-23,184,力林,,5.15,57.95,0.14,1.01,,7.71,4.46,28.01,18.26,19.96,20.16,18.86,12.2,15.24,19.3,1824.8,1422.208,377.928,304.36,4115.49,8044.786
2023-04-24,184,力林,0.37,4.21,69.49,0,0.26,,9.8,6.02,15.54,14.74,18.72,19.31,18.35,11.5,13.87,15.9,562,425.28,132.192,103.4,1179.47,2402.342
2023-04-25,184,力林,0.51,2.71,89.74,0,0.16,,9.5,7.1,5.9,14.17,17,17.78,17.26,11.3,12.68,14.6,320,240.704,33.192,42.2,561.895,1197.991
2023-04-26,184,力林,,4.5,65.95,0.8,1.74,,1.06,0.72,8.36,16.83,17,17.24,16.5,7.9,13.37,19.7,3152,2267.136,433.08,514.76,3024.246,9391.222
2023-04-27,184,力林,,2.78,67.1,0.82,1.82,,3.36,0.23,51.4,17.92,17.55,17.68,16.67,5.6,12.96,17.1,3161.6,2391.104,417.096,549.56,2653.99,9173.35
2023-04-28,184,力林,0.59,2.9,75.47,0.19,0.97,,7.05,4.18,17,18.26,18.68,18.6,17.22,10.7,16.9,23.2,1911,1369.472,759.024,357.32,4531.308,8928.124
2023-04-29,184,力林,0.61,4.39,91.88,0,0.18,,9.39,6.7,9.91,17.51,19.08,19.19,17.77,11.8,16.25,20.1,331.4,278.752,43.056,33.08,796.92,1483.208
2023-04-30,184,力林,,3.89,59.41,0.82,1.89,,2.33,0.53,38.12,18.02,18.1,18.22,17.17,9.7,15.03,20.9,3142.6,2434.976,271.944,536.72,1881.657,8267.897
2023-05-01,184,力林,,3.22,58.59,0.82,1.86,,0.18,0.06,18.83,21.23,19.48,19.23,17.63,8.1,16.56,21.5,3218.4,2412.48,233.208,524.88,1613.366,8002.334
2023-05-02,184,力林,,2.95,58.44,0.77,1.81,,4.06,0.04,64,21.88,20.34,19.99,18.28,11.1,17.53,24.2,3116,2309.664,287.064,490.36,2052.321,8255.409
2023-05-03,184,力林,3.71,3.44,81.36,0.01,0.19,,8.94,5.32,16.72,17.5,19.74,20.05,18.66,14.6,17.25,20.1,288,349.248,95.976,61.28,872.13,1666.634
2023-05-04,184,力林,7.23,5.5,96.6,0,0.09,,9.8,7.23,4.9,17.48,18.22,18.61,17.79,15.1,17.63,23,102.2,137.024,9.864,12.72,203.208,465.016
2023-05-05,184,力林,1.47,7.5,94.98,0,0.15,,9.38,8.18,3.18,19.77,19.86,19.42,18.01,17.6,20.27,26.2,104.4,402.752,24.984,10.04,289.264,831.44
2023-05-06,184,力林,0.13,3.85,93.52,0.22,0.82,,8.51,6.92,6.01,20.72,21.15,20.66,18.92,14.5,17.2,22.4,888.2,1586.592,281.016,152.4,2594.691,5502.899
2023-05-07,184,力林,0.97,4.19,91.32,0,0.19,,8.73,7.9,6.08,15.96,19.21,19.89,18.97,12.4,14.35,16.3,155.8,158.112,10.656,8.48,303.005,636.053
2023-05-08,184,力林,0.1,3.38,65.27,0.71,1.59,,6.62,1.34,30.3,17.31,18.38,18.58,17.85,10.9,14.71,18.8,2818.6,2106.976,375.552,438.72,2490.556,8230.404
2023-05-09,184,力林,,2.78,59.66,0.85,1.91,,2.29,0.08,,19.15,19.21,19.12,18,11.2,16.16,22.3,3219,2385.792,317.88,535.48,2263.483,8721.635
2023-05-10,184,力林,,2.83,56.93,0.81,1.86,,4.14,1.03,49.83,21.16,20.5,20.23,18.66,12.1,18.08,23.6,2999.8,2302.08,349.848,494.52,2326.399,8472.647
2023-05-11,184,力林,,2.47,70.08,0.64,1.58,,6.66,3.15,35.39,21.97,21.42,21.08,19.34,14.2,18.12,22,2773,2071.2,404.064,380.4,3195.634,8824.298
2023-05-12,184,力林,0.24,2.32,78.54,0.01,0.58,,8.83,5.8,18.41,19.28,21.03,21.08,19.6,13,17.06,20.5,1260.8,879.648,437.76,233.04,2956.993,5768.241
2023-05-13,184,力林,0.72,2.45,92.83,0.11,0.74,,7.89,6.29,5.71,18.21,20.1,20.37,19.24,12.8,15.42,18,717.6,670.304,279.936,156.88,1488.98,3313.7
2023-05-14,184,力林,,2.31,84.79,0.53,1.41,,3.19,1.72,16.14,20.18,20.16,20.07,18.88,10.7,16.71,22.9,1989.4,1893.44,646.344,438.6,4061.252,9029.036
2023-05-15,184,力林,0.9,2.75,82.83,0.46,1.09,,4.93,2.18,15.27,19.86,20.2,20.34,19.15,12.8,18.07,24,1464.2,1080,409.968,224.72,3137.782,6316.67
2023-05-16,184,力林,,2.95,84.18,0.7,1.78,,2.94,1.97,13.5,22.98,21.36,20.81,19.24,11.4,19.4,26.1,2960,2265.28,736.272,487.36,4876.977,11325.889
2023-05-17,184,力林,,3.01,83.95,0.36,1.43,,7.28,3.36,15.32,23.4,22.67,22.16,20.25,15.7,20.94,24.9,2468.2,1918.464,823.968,399.36,5096.815,10706.807
2023-05-18,184,力林,3.73,4.54,92.72,0.02,0.67,,9.05,6.73,6.46,19.83,22.01,22.24,20.75,15.8,18.51,22.4,712.6,709.216,216.792,143.76,1065.21,2847.578
2023-05-19,184,力林,0.92,3.71,84.95,0.38,1.33,,6.35,4.57,8.05,21.41,21.62,21.43,20.18,16.3,18.88,23.3,1344.8,1345.376,721.944,341.96,4381.614,8135.694
2023-05-20,184,力林,,2.44,83.66,0.49,1.48,,6.31,3.84,9.42,22.88,22.8,22.36,20.67,15.3,18.67,23.1,2484.4,2128.192,718.056,480.68,4315.083,10126.411
2023-05-21,184,力林,,2.85,87.21,0.42,1.1,,6.79,4.91,4.2,22.42,23.01,22.9,21.21,13.7,17.3,21,2828,1520.096,435.888,366.72,3410.411,8561.115
2023-05-22,184,力林,0.14,3,78.46,0.05,0.53,,7.49,4.79,20.68,18.8,21.91,22.31,21.08,14.5,17.05,21.1,1025.2,701.568,249.696,149.28,2254.083,4379.827
2023-05-23,184,力林,,2.69,70.86,0.83,1.9,,0.62,0.04,8,22.65,21.76,21.64,20.46,14.1,18.11,24.2,3159.8,2387.04,664.848,520.84,4445.25,11177.778
2023-05-24,184,力林,0,1.71,73,0.27,0.9,,6.65,3.98,35.03,20.75,22.06,22.22,20.86,13.5,18.18,21.9,1718.2,1311.36,554.544,276.24,3952.78,7813.124
2023-05-25,184,力林,,2.56,63.47,0.72,1.82,,5.51,3.4,22.12,24.66,23.03,22.58,20.95,15.7,20.21,25.6,2997.4,2385.216,714.24,479,4725.838,11301.694
2023-05-26,184,力林,,2.51,81.78,0.33,1.44,,6.67,4.9,14.94,25.96,24.25,23.65,21.74,18.1,21.47,26.1,2311,1970.912,547.992,338.72,3515.994,8684.618
2023-05-27,184,力林,0.13,3.55,84.28,0.01,0.7,,9.43,5.2,15.81,24.22,24.57,24.32,22.42,20.4,21.91,26.2,410.2,1044.288,362.52,185.4,1687.128,3689.536
2023-05-28,184,力林,0.33,4.07,91.39,0.16,1.4,,8.19,6.65,9.05,25.53,25.3,24.51,22.56,20.3,22.21,26.9,1632.2,1995.2,685.8,319.24,1522.972,6155.412
2023-05-29,184,力林,0.47,3.49,94.27,0.05,0.95,,9.21,8.04,5.01,25.4,26.18,25.53,23.38,19.9,22.52,29.9,1241,1444.8,444.096,196.44,1936.618,5262.954
2023-05-30,184,力林,1.72,1.97,97.69,0,0.33,,9.54,8.01,5.21,22.81,25.02,25.15,23.53,18.9,20.77,23.6,501,438.688,112.248,65.76,944.444,2062.14
2023-05-31,184,力林,2.05,3.54,87.16,0.35,1.3,,7.43,5.47,9.06,23.15,23.98,24.01,22.86,18,20.22,24.1,1502,1887.168,742.824,345,2884.678,7361.67
2023-06-01,184,力林,4.4,1.76,93.89,0.06,0.54,,8.4,6.58,6.65,22.44,24.02,24.15,22.87,19.3,21.04,24.2,638.6,1071.2,119.376,77.16,1031.224,2937.56
2023-06-02,184,力林,0.48,3.31,86.72,0.55,1.52,,4.96,4.04,11.12,24.79,24.6,24.29,22.9,18.1,21.76,27.2,2645.8,1803.872,933.912,458.2,5814.911,11656.695
2023-06-03,184,力林,,3.36,71.68,0.81,1.93,,1.99,1.24,17.31,24.33,25.08,24.85,23.29,17.1,20.75,26.1,3156.2,2490.816,628.992,532.04,4236.982,11045.03
2023-06-04,184,力林,0,2.34,52.19,0.22,1.21,,8.3,5.49,37.08,23.31,24.99,24.97,23.53,17.8,22.1,27.7,2046.4,1808.512,668.088,328.08,4927.598,9778.678
2023-06-05,184,力林,0.48,2.54,65.2,0,0.31,,9.97,8.03,18.97,20.28,24.16,24.65,23.47,15,19.86,22.8,625.4,457.504,155.016,89.08,1406.543,2733.543
2023-06-06,184,力林,3.5,2.69,92.86,0.22,0.88,,7.12,5.38,4.85,20.2,22.5,23.02,22.4,15.3,18.17,21.8,866,899.04,408.096,214.08,1827.419,4214.635
2023-06-07,184,力林,,2.59,84.95,0.6,1.6,,5.57,2.14,13.76,22.71,23.11,23.07,22.08,14.2,19.28,24.7,2701,2202.72,826.776,399.32,5674.62,11804.436
2023-06-08,184,力林,0.08,2.03,89.16,0.24,1.27,,7.12,4.85,15.32,23.53,24.42,24.15,22.71,18.3,20.47,26.2,868.2,1577.728,515.016,248.48,2228.049,5437.473
2023-06-09,184,力林,,2.92,86.53,0.66,1.69,,4.04,1.35,7.67,25.15,25.16,24.75,23.12,16.7,21.2,26,2355.2,2251.136,827.28,408.64,5358.601,11200.857
2023-06-10,184,力林,,2.72,82.68,0.64,1.85,,4.22,2.09,13.61,26.82,26.33,25.68,23.79,17.5,22.56,29.9,2463.8,2277.152,802.008,397.76,4717.16,10657.88
2023-06-11,184,力林,0,2,89.92,0.34,1.23,,6.66,4.41,5.55,26.97,26.83,26.41,24.51,19.6,22.24,26,1585.8,1690.08,773.784,382.28,3757.53,8189.474
2023-06-12,184,力林,0.4,1.9,90.8,0.37,1.3,,6.67,4.75,8.8,27.22,26.82,26.39,24.66,19.4,22.07,25.1,1260.6,1660.704,630.072,304.48,4116.214,7972.07
2023-06-13,184,力林,0,1.92,88.51,0.24,0.94,,8.19,5.82,20.96,26.64,26.52,26.29,24.82,18.9,21.65,25.3,1723.2,1355.2,697.68,340.48,4229.75,8346.31
2023-06-14,184,力林,,2.09,76.13,0.62,1.42,,6.03,2.68,38.24,27.63,26.46,26.07,24.79,18,22.27,27.6,2181.8,2122.912,790.488,392.4,4879.87,10367.47
